row_id,Drug_ID,Y_true,mean_abs_residual,sd_abs_residual,n_primary_runs,min_abs_residual,max_abs_residual
caco2_wang:test:21,Penicillin G,-5.8697933999999998,0.65349234027709946,0.078332309223120331,5,0.526679977606201,0.73829267902221662
caco2_wang:test:86,hexapeptide 43,-5.8200002,0.62341950389404288,0.1117036791939372,5,0.48263075801391592,0.77940466853637691
caco2_wang:test:176,Digoxin,-5.6316041999999999,0.61860284269409171,0.20314586547853189,5,0.31086873472290028,0.87180137098388666
caco2_wang:test:70,hexapeptide 42,-5.8200002,0.61467717143554679,0.11921612364090933,5,0.47789528819580063,0.78078701945800766
caco2_wang:test:134,4c,-5.9000000999999997,0.61104097829589821,0.081088188191696969,5,0.52489328847656225,0.7230215118957517
caco2_wang:test:167,5d,-6.0999999000000003,0.57052211298217803,0.17275877517776622,5,0.45973443521728541,0.87718009485473647
caco2_wang:test:27,tryptophanamide,-4.9200000999999984,0.55209090723266774,0.081350066627404377,5,0.41789815439453282,0.63332984461059716
caco2_wang:test:31,Acetyl-Trp-Ala-Gly-Gly-Asn-Ala-Amide,-7.29,0.54111780166625967,0.19705990485534094,5,0.3118758583068848,0.77714351654052727
caco2_wang:test:152,elarofiban,-6.21,0.53035245895385741,0.088180523187430568,5,0.43132205963134762,0.65221878051757798
caco2_wang:test:32,Decursinol angelate (DA),-4.9204097000000004,0.52445985945434603,0.041185015397804475,5,0.45432903441162142,0.55739309462280306
caco2_wang:test:37,25,-4.6799998,0.51521742793579095,0.16863414346061209,5,0.35293343516845688,0.77043536159057613
caco2_wang:test:62,hexapeptide 28,-5,0.51363697052001966,0.14261815410467904,5,0.31512022018432612,0.6810765266418457
caco2_wang:test:141,34,-6.3723635999999999,0.5083609907470702,0.079318200352682958,5,0.40997270034179673,0.63135722564086905
caco2_wang:test:73,hexapeptide 52,-4.6999997999999996,0.50532322856445355,0.11921612364090937,5,0.33921338054199252,0.6421051118041996
caco2_wang:test:122,SDZ-RAD,-4.6300000999999984,0.48011971964111488,0.12076560342918674,5,0.40027619852295082,0.68570710672607582
caco2_wang:test:90,Pyrimethamine,-4.2300000000000004,0.47547876358032176,0.069532280611221881,5,0.37809516906738228,0.55014516830444293
caco2_wang:test:133,4b,-6,0.47374448776245098,0.13540018896619083,5,0.29974555969238281,0.65392255783081055
caco2_wang:test:124,Efavirenz,-4.0500002000000004,0.46207713154296826,0.069244956954880421,5,0.38407038715820258,0.51696299580078076
caco2_wang:test:94,PNU200969,-6.1500000999999997,0.45867909921875027,0.074497339156215772,5,0.33519315256347681,0.5261549903320315
caco2_wang:test:5,(Z)-19e,-4.8299999000000016,0.45824577794799676,0.030725054751221292,5,0.42093327031860273,0.50004913793334804
caco2_wang:test:165,Strychnine (Str),-4.5086198,0.45780447444458006,0.11764598441506191,5,0.2837710233642578,0.58076618632812504
caco2_wang:test:104,"7,4'-DHF",-5.2123350999999998,0.45223959905395483,0.11143132878199473,5,0.30657195073852511,0.60023020726928678
caco2_wang:test:93,PNU200969,-6.1524510000000001,0.45068792364501931,0.081728417265477679,5,0.31805423757934548,0.52153305075073231
caco2_wang:test:43,51d,-5.3000002000000004,0.45038195582885765,0.25999731994586633,5,0.055069932666016001,0.70849801036376903
caco2_wang:test:14,Sparfloxacin (SPX),-4.7784066000000003,0.44947635745849579,0.09492569100477749,5,0.31507017230834933,0.57075025653686495
caco2_wang:test:146,205-Fluoxetine,-4.9299622000000003,0.43168386824340821,0.071049038304417986,5,0.34718899138183612,0.519516509844971
caco2_wang:test:171,Alfuzosin,-5.6399999000000003,0.42797759546508807,0.070979075166281685,5,0.31744817270507841,0.51462939752807635
caco2_wang:test:173,Amitriptyline,-4.2600002000000003,0.42782500294189407,0.052788609956692392,5,0.35890820530395462,0.4911599448059078
caco2_wang:test:153,hesperetin ,-4.7399997999999997,0.41629282924194361,0.14839963435366135,5,0.2116803834106448,0.62558028193969761
caco2_wang:test:160,26,-4.6900000999999998,0.4147984076904298,0.074693972370073011,5,0.30232949747314458,0.51004739298095725
caco2_wang:test:24,serotonin,-4.8600000999999997,0.41359084619751008,0.091217202519965276,5,0.2572050429748538,0.48149732126464873
caco2_wang:test:154,naringenin,-4.6550001999999999,0.40634280231933601,0.10783287676907415,5,0.26965046909790041,0.5194726088378907
caco2_wang:test:140,17,-6.1883749999999997,0.40231352233886691,0.12152939666260157,5,0.21058035278320281,0.54195452117919884
caco2_wang:test:129,PNU-184249,-4.4579659000000005,0.38187193721923773,0.090468707846989405,5,0.2698988422790522,0.4885034069458003
caco2_wang:test:1,aceclofenac,-4.4099997999999996,0.3807108399536136,0.037362087699461463,5,0.32840781184692408,0.4182219979431156
caco2_wang:test:112,"883-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]phenylacetamide (14a)",-5.0498786000000004,0.37789545333251989,0.07540087830958675,5,0.26641416823730513,0.44530296599731478
caco2_wang:test:34,quercitrin ,-6.0999999000000003,0.36924477086791996,0.10947298908116929,5,0.26340246663818317,0.51127195821533167
caco2_wang:test:36,Quercitrin (21),-6.0999999000000003,0.36924477086791996,0.10947298908116929,5,0.26340246663818317,0.51127195821533167
caco2_wang:test:164,Beta-colubrine (Col),-4.5717444,0.36502165224609368,0.039139450391728454,5,0.3175373497253417,0.41493086245117172
caco2_wang:test:177,Trimethobenzamide,-4.96,0.36054655075073239,0.051320490375228005,5,0.29528852462768551,0.42984148025512692
caco2_wang:test:16,Biliverdin,-5.6290044999999997,0.35758426419067402,0.11435084973930225,5,0.24059293499755871,0.50531957379150405
caco2_wang:test:155,Eriodictyol (28),-5.2800001999999999,0.35736514118652341,0.17175807293274031,5,0.069889555249023502,0.4705758192871094
caco2_wang:test:157,eriodictyol ,-5.2800001999999999,0.35736514118652341,0.17175807293274031,5,0.069889555249023502,0.4705758192871094
caco2_wang:test:163,Pseudostrychnine (Psd),-4.6001629999999984,0.35560033999633933,0.083466190592570988,5,0.26326034747314597,0.46354149066162248
caco2_wang:test:91,Stavudine (d4T),-5.3483939000000005,0.35461366852416998,0.060849332005336432,5,0.26055620392456003,0.41213463028564412
caco2_wang:test:121,ceftriaxone,-6.7649999000000012,0.35212291254272576,0.15745704928975032,5,0.1695175506042492,0.58403590692749141
caco2_wang:test:42,60c,-4.4899997999999997,0.34409644099731473,0.30526458661521871,5,0.0595788666870119,0.76894852611084008
caco2_wang:test:79,hexapeptide 58,-5.3000002000000004,0.34116841289062527,0.11518209861728568,5,0.14422226878662131,0.43848849269409212
caco2_wang:test:80,hexapeptide 59,-5.3000002000000004,0.34116841289062527,0.11518209861728568,5,0.14422226878662131,0.43848849269409212
caco2_wang:test:81,hexapeptide 60,-5.3000002000000004,0.34116841289062527,0.11518209861728568,5,0.14422226878662131,0.43848849269409212
caco2_wang:test:18,ampicillin,-5.6999997999999996,0.33856297465820345,0.18768142700686546,5,0.062228688922119503,0.53564883204956093
caco2_wang:test:4,Amfenac,-4.5199999999999996,0.33845947265625032,0.080761159604485419,5,0.24453399658203151,0.42408416748046912
caco2_wang:test:166,Brucine (Bru),-4.7786422000000002,0.33502795838623023,0.11853775318090899,5,0.1890177502563474,0.44616553925781233
caco2_wang:test:39,45c,-4.6999997999999996,0.33472405406494177,0.20607400839698239,5,0.14826441737670931,0.64891386958618202
caco2_wang:test:88,Chlorprothixene,-4.7399997999999997,0.33302262333373955,0.075177252734186392,5,0.2388997366760249,0.40441706684570272
caco2_wang:test:105,Flavone,-3.9201082999999999,0.32670919343872079,0.066581891690336792,5,0.25330736085815442,0.41032888338012702
caco2_wang:test:50,hexapeptide 09,-5.3000002000000004,0.32249211338500927,0.08937509356423548,5,0.18256234196166951,0.41617487934570258
caco2_wang:test:54,hexapeptide 18,-5.3000002000000004,0.32249211338500927,0.08937509356423548,5,0.18256234196166951,0.41617487934570258
caco2_wang:test:99,Apometzgerin (2),-4.9499997999999996,0.32166481944580105,0.13117643656322653,5,0.18135596248168981,0.46993638011474642
caco2_wang:test:56,hexapeptide 22,-5.8200002,0.31345227214355459,0.14376665478379108,5,0.13774207088012691,0.50655272456665035
caco2_wang:test:59,hexapeptide 25,-5.8200002,0.31345227214355459,0.14376665478379108,5,0.13774207088012691,0.50655272456665035
caco2_wang:test:67,hexapeptide 37,-5.8200002,0.31345227214355459,0.14376665478379108,5,0.13774207088012691,0.50655272456665035
caco2_wang:test:28,N-acetyl-tryptophanamide,-5.6199999000000025,0.31330434335937746,0.047460515543747896,5,0.26316405786743402,0.39155150903930902
caco2_wang:test:89,3,-6.0107207000000002,0.31296718715087896,0.17747827208949843,5,0.1227917969482419,0.53068539497680678
caco2_wang:test:108,Astilbin,-6.8200002000000008,0.3088779732849129,0.069621521502667219,5,0.19459059688110431,0.3780522629882821
caco2_wang:test:127,234-Cortisone,-4.5086384000000015,0.30647886379394373,0.10211437549631044,5,0.2295932589355453,0.4851951418701157
caco2_wang:test:57,hexapeptide 23,-5.8200002,0.30636322947998018,0.14261815410467901,5,0.1389236733581542,0.50487997981567367
caco2_wang:test:64,hexapeptide 32,-5.8200002,0.30636322947998018,0.14261815410467901,5,0.1389236733581542,0.50487997981567367
caco2_wang:test:68,hexapeptide 38,-5.8200002,0.30636322947998018,0.14261815410467901,5,0.1389236733581542,0.50487997981567367
caco2_wang:test:58,hexapeptide 24,-5.8200002,0.30611546489257779,0.14218748631588993,5,0.1389236733581542,0.50364115687866196
caco2_wang:test:63,hexapeptide 29,-5.8200002,0.30611546489257779,0.14218748631588993,5,0.1389236733581542,0.50364115687866196
caco2_wang:test:65,hexapeptide 33,-5.8200002,0.30611546489257779,0.14218748631588993,5,0.1389236733581542,0.50364115687866196
caco2_wang:test:66,hexapeptide 34,-5.8200002,0.30611546489257779,0.14218748631588993,5,0.1389236733581542,0.50364115687866196
caco2_wang:test:84,hexapeptide 16,-5.3000002000000004,0.30511921909790013,0.083402913562857089,5,0.17460059193115191,0.382409086499023
caco2_wang:test:107,Icajine (Ica),-4.5816797999999999,0.29061119273681651,0.056544391453118972,5,0.19778825953979501,0.3496179790832521
caco2_wang:test:2,Diclofenac,-4.4606810000000001,0.26984573339843732,0.08377426588713649,5,0.14628072714233381,0.37504955267333973
caco2_wang:test:118,13i,-5.5900002000000004,0.25930638286132851,0.065366882896824727,5,0.19159989329834021,0.36806206676025433
caco2_wang:test:125,25,-5.3099999000000002,0.25235915674438492,0.089774639262742997,5,0.1068210174011231,0.34683366312255881
caco2_wang:test:106,"Chrysin (5,7-DHF)",-5.0105972000000003,0.24987523039550802,0.093993317261844359,5,0.1152605720397952,0.36977431257934601
caco2_wang:test:38,45a,-4.8899999000000003,0.24296862111816378,0.17227545703234765,5,0.1091785095764157,0.53386494146118135
caco2_wang:test:136,4g,-5.5,0.24242715835571285,0.048362117033585394,5,0.2002191543579101,0.31488180160522461
caco2_wang:test:130,3,-4.5418171999999997,0.24144612532348572,0.10143708962027587,5,0.1004696009704585,0.37709332686157182
caco2_wang:test:132,(Z)-19d,-5.4200000999999975,0.23453981862792714,0.077339942354645988,5,0.1203775642944311,0.30166056142577868
caco2_wang:test:41,51e,-5.0500002000000004,0.23334522432617183,0.082977290848798291,5,0.098618974957274896,0.3005452248718265
caco2_wang:test:35,Baohuoside I,-5.8378239000000001,0.22842271780029288,0.15727489734511699,5,0.058284727319335802,0.45164200423583972
caco2_wang:test:0,I-II,-5.6900000999999998,0.22043385015258762,0.1607758752791382,5,0.064515156610107205,0.42204479680786111
caco2_wang:test:178,EF5261,-4.4000000999999997,0.219722838537598,0.13152669260738908,5,0.0096631003784182004,0.33620547785034188
caco2_wang:test:169,Pravastatin,-5.8699999000000025,0.21912337793579342,0.12857697521262679,5,0.0369763518737816,0.40037776483764892
caco2_wang:test:143,EF5264,-4.5100002000000003,0.21734721156616241,0.01925915335219093,5,0.1894149491455081,0.24289795848388701
caco2_wang:test:48,hexapeptide 07,-5.8200002,0.21488078090209939,0.083402913562857117,5,0.13759091350097641,0.34539940806884761
caco2_wang:test:51,hexapeptide 12,-5.8200002,0.21488078090209939,0.083402913562857117,5,0.13759091350097641,0.34539940806884761
caco2_wang:test:85,hexapeptide 19,-5.8200002,0.21488078090209939,0.083402913562857117,5,0.13759091350097641,0.34539940806884761
caco2_wang:test:60,hexapeptide 26,-5.3000002000000004,0.21388453510742167,0.14218748631588993,5,0.0163588431213375,0.38107632664184532
caco2_wang:test:61,hexapeptide 27,-5.3000002000000004,0.21363677052001928,0.14261815410467907,5,0.0151200201843257,0.38107632664184532
caco2_wang:test:10,1,-5.7423639,0.2124733627380368,0.037651727621230251,5,0.183326691442871,0.27757641678466782
caco2_wang:test:75,hexapeptide 54,-5,0.21155748367309563,0.11792076832241624,5,0.050850868225097601,0.34484052658081038
caco2_wang:test:44,hexapeptide 01,-5.8200002,0.21033993334106435,0.19831914739280979,5,0.0436692521240232,0.51061055210571293
caco2_wang:test:45,hexapeptide 03,-5.8200002,0.21033993334106435,0.19831914739280979,5,0.0436692521240232,0.51061055210571293
caco2_wang:test:46,hexapeptide 05,-5.8200002,0.21033993334106435,0.19831914739280979,5,0.0436692521240232,0.51061055210571293
caco2_wang:test:47,hexapeptide 06,-5.8200002,0.21033993334106435,0.19831914739280979,5,0.0436692521240232,0.51061055210571293
caco2_wang:test:82,hexapeptide 04,-5.8200002,0.21033993334106435,0.19831914739280979,5,0.0436692521240232,0.51061055210571293
caco2_wang:test:110,74,-5.6989698000000004,0.20980001163940462,0.11394788086372866,5,0.1113705225036625,0.3930739946411137
caco2_wang:test:49,hexapeptide 08,-5.8200002,0.20626996013183579,0.083937133846586201,5,0.12706664058227521,0.34145787211914053
caco2_wang:test:52,hexapeptide 13,-5.8200002,0.20626996013183579,0.083937133846586201,5,0.12706664058227521,0.34145787211914053
caco2_wang:test:55,hexapeptide 20,-5.8200002,0.20626996013183579,0.083937133846586201,5,0.12706664058227521,0.34145787211914053
caco2_wang:test:83,hexapeptide 15,-5.8200002,0.20626996013183579,0.083937133846586201,5,0.12706664058227521,0.34145787211914053
caco2_wang:test:101,7-MF,-4.6479458999999999,0.20352680209960913,0.046148767238611589,5,0.15638734821166961,0.27680541995849578
caco2_wang:test:40,51a,-4.8899999000000003,0.20151177122924796,0.11756371096226566,5,0.078135047094726698,0.38694426046142538
caco2_wang:test:53,hexapeptide 14,-5.8200002,0.19750788661499014,0.089375093564235494,5,0.1038251206542968,0.33743765803832992
caco2_wang:test:78,hexapeptide 57,-5.1500000999999997,0.19347944537597628,0.11025289533589386,5,0.005777831213379,0.28848839269409138
caco2_wang:test:114,MEN14970,-4.9309067999999998,0.19316432121582044,0.088630727362143974,5,0.1212081635314943,0.3297004425842287
caco2_wang:test:120,Ceftriaxone,-6.6047130000000003,0.19183601254272484,0.15745704928975038,5,0.0092306506042483007,0.42374900692749051
caco2_wang:test:170,pravastatin,-5.8400002000000004,0.18912367793579138,0.12857697521262676,5,0.0069766518737797,0.3703780648376469
caco2_wang:test:128,PNU-184147,-4.7423639,0.17919197677490226,0.21702998770886087,5,0.026017159277343702,0.51848605269775394
caco2_wang:test:138,4d,-5.5,0.17858963012695311,0.067306473812002166,5,0.12529516220092771,0.2807316780090332
caco2_wang:test:159,PNU-184421,-4.3783754999999998,0.17641614123535176,0.053899763608426819,5,0.1146412198181154,0.22661927386474631
caco2_wang:test:116,D,-5.489058,0.1749191106872556,0.072206238921658686,5,0.059824925811767501,0.25026939526367181
caco2_wang:test:111,884-14b,-5.050365900000001,0.17490746875610441,0.066463730309480398,5,0.0992951144775399,0.26905200382080158
caco2_wang:test:95,"Apigenin (5,7,4'-THF)",-4.9821800999999999,0.16516839929809574,0.065706223671950656,5,0.1187448687194825,0.27843620249023437
caco2_wang:test:181,E28,-5.1500000999999997,0.16378307620483379,0.10099182482036102,5,0.0100345565246584,0.25996923909912067
caco2_wang:test:77,hexapeptide 56,-5.0999999000000003,0.16347932537597659,0.069069520640633708,5,0.055778031213378501,0.23848819269409191
caco2_wang:test:22,014-Ampicillin,-6.1023731000000003,0.15775526563964856,0.17356217120412679,5,0.00061609677734340005,0.45107362337646512
caco2_wang:test:9,1,-4.4685211000000002,0.14541360764160211,0.092382646807572855,5,0.060896414801025901,0.27644302277221727
caco2_wang:test:19,Ampicillin,-6.0700002,0.14504919618896478,0.1007999059506192,5,0.047252206530761502,0.30777171107788082
caco2_wang:test:102,"5,7-DMF",-4.6313224000000002,0.14490501108398451,0.04617702008954825,5,0.1092405480407716,0.22001697244873061
caco2_wang:test:6,2h,-4.6020598000000001,0.14363884273071281,0.1101334653338123,5,0.056815665393066102,0.3004212791015623
caco2_wang:test:168,Org 34037,-4.7199998000000001,0.13642397907714846,0.051572003126376872,5,0.047541151318359301,0.17284346607666021
caco2_wang:test:8,2f,-4.7447276,0.13108605645996088,0.073784128770198881,5,0.0487079504943847,0.2263994101501465
caco2_wang:test:175,Astemizole,-5.1500000999999997,0.1309021959033202,0.12026352007297254,5,0.023124222619628602,0.3250069571899416
caco2_wang:test:74,hexapeptide 53,-5.3000002000000004,0.11836720068847673,0.091289163809522941,5,0.037369241986083601,0.25940466853637723
caco2_wang:test:117,13h,-5.3600000999999997,0.11656738744506803,0.065938582411844179,5,0.027463402612304299,0.2051057480407712
caco2_wang:test:149,Dihydrotetrabenazine isomer A,-4.6799998,0.11595037667358396,0.076767043545228897,5,0.0057368561889647,0.18728825596313481
caco2_wang:test:135,4f,-6,0.11556043624877921,0.034184986677876311,5,0.061977386474609202,0.1479725837707519
caco2_wang:test:131,(Z)-19b,-5.4000000999999997,0.11508073899414051,0.063768522639008132,5,0.0365581466125489,0.19696474538574191
caco2_wang:test:158,Taxifolin (29),-6.5093192999999996,0.1128539984863276,0.060464081607001598,5,0.041358942333983802,0.20774077827148391
caco2_wang:test:71,hexapeptide 47,-5.3000002000000004,0.11151905615722675,0.099355763632570523,5,0.030635366168213201,0.2607870194580082
caco2_wang:test:76,hexapeptide 55,-5.3000002000000004,0.11151905615722675,0.099355763632570523,5,0.030635366168213201,0.2607870194580082
caco2_wang:test:87,hexapeptide 51,-5.3000002000000004,0.11151905615722675,0.099355763632570523,5,0.030635366168213201,0.2607870194580082
caco2_wang:test:147,Fluoxetine,-4.5500002000000004,0.11137963267822275,0.059842484850386145,5,0.020430097308349798,0.1681947800781253
caco2_wang:test:139,Zearalenone (ZEN),-4.9800000000000004,0.11080186843872089,0.078359540199303981,5,0.0276822853088383,0.18591926574707071
caco2_wang:test:7,2g,-4.5686363999999999,0.10985004256591795,0.083301557079908509,5,0.025876539453125,0.2132725889526367
caco2_wang:test:17,amoxicillin,-6.1524996999999999,0.10982294567626946,0.019286382903228746,5,0.084844613482665907,0.1303477529785155
caco2_wang:test:72,hexapeptide 48,-5.3000002000000004,0.10637884695922868,0.097659491808947507,5,0.020399579730224798,0.2491493317749027
caco2_wang:test:156,Liquiritigenin (LG),-4.8000002000000004,0.10315752955932647,0.076799050068573571,5,0.034906396594238602,0.1890988442565921
caco2_wang:test:137,4h,-5.3000002000000004,0.098491861289062663,0.10567763210002916,5,0.0054802801940913,0.24381590816040061
caco2_wang:test:26,tryptophan,-5.3899999000000003,0.096027340753173429,0.082161818063494457,5,0.012515988214111,0.23333784566650351
caco2_wang:test:69,hexapeptide 41,-5.2600002000000003,0.094367200688476732,0.079836038735311726,5,0.0172624299194339,0.2194046685363773
caco2_wang:test:100,kaempferide ,-5.1900000999999998,0.087945851298827954,0.052507663908371423,5,0.052810711724853202,0.1805238295959474
caco2_wang:test:11,Tacrolimus,-5.1500000999999997,0.087205222048339623,0.063022158026308256,5,0.022057061059570001,0.1655917121337892
caco2_wang:test:33,Isoquercitrin (22),-6.2699999999999996,0.084542278289794756,0.11711649249067206,5,0.012978572845458501,0.28803585052490271
caco2_wang:test:96,"7,4'-DMF",-4.6010299000000003,0.084300915769043125,0.083890030129311413,5,0.010468986914062801,0.21472647516479521
caco2_wang:test:179,puerarin ,-6.4000000999999997,0.081029704012450923,0.033117721545389042,5,0.044394011633300902,0.1294193314147945
caco2_wang:test:180,Puerarin (34),-6.3989700999999997,0.08041170401245086,0.032556066058530453,5,0.045424011633301002,0.1283893314147945
caco2_wang:test:145,Roxithromycin,-5.7397189000000015,0.079200270598144135,0.085057653799151992,5,0.0096254489074689992,0.2081279894958481
caco2_wang:test:148,1029-Dihydrotetrabenazine isomer,-4.5986857000000008,0.072613135635986356,0.035614905814263229,5,0.013628047406004901,0.1059741559631355
caco2_wang:test:119,13j,-5.2450004000000003,0.0704069062365721,0.034718895826598296,5,0.019504032678222202,0.10895208304443391
caco2_wang:test:115,Pranoprofen; pyranoprofen,-4.3899999000000003,0.068002789470214695,0.054092537107084712,5,0.0164203978942873,0.1591229103637691
caco2_wang:test:172,ursolic acid,-5.5500002000000004,0.065733709606933172,0.06010097948211203,5,0.0093936827514642992,0.1545457747314449
caco2_wang:test:92,PNU200001,-6.6999997999999996,0.064344114466552263,0.058832305685213311,5,0.0058240797851558,0.1485681441162105
caco2_wang:test:13,OXo,-4.7199998000000001,0.062057973916015363,0.078095883726313778,5,0.0072326758239746004,0.19734717396240231
caco2_wang:test:144,1,-4.7597256000000003,0.059798711634521308,0.045252541794917743,5,0.0060687358337404001,0.11601921964111291
caco2_wang:test:23,Zomepirac,-4.6100000999999997,0.058507721873779138,0.033491781103419521,5,0.0084691382812501007,0.1009273193908688
caco2_wang:test:103,"5,7,4'-TMF",-4.5595455000000005,0.057968626666259383,0.035966468996286131,5,0.027373807708739602,0.1046628782348637
caco2_wang:test:109,Phenobarbital,-4.6300000999999984,0.057695004436034737,0.043634712962582541,5,0.0088968421386733006,0.1038131569457991
caco2_wang:test:151,oxacillin,-5.5799999000000025,0.057283291898194776,0.085513097929912296,5,0.00094792856445550004,0.20172784342041261
caco2_wang:test:12,Deoxynivalenol (DON),-5.3005152000000004,0.053591637869873074,0.038011471273872999,5,0.0194764388610844,0.1073217140624995
caco2_wang:test:161,N-desmethylclozapine,-4.6799998,0.051349382128906294,0.042529537660606034,5,0.0028977677490232001,0.1202283188964843
caco2_wang:test:15,Grepafloxacin HCl,-4.8899999000000003,0.046288783100585922,0.023654805319952628,5,0.022101435797119401,0.081079039709472903
caco2_wang:test:162,clozapine,-4.5100002000000003,0.044214945111083558,0.051815101447014893,5,0.0073633482788082001,0.13170102146606411
