split_seed,row_id,split_role,Y
1,caco2_wang:train_val:472,train,-4.6020598000000001
1,caco2_wang:train_val:473,train,-4.5528421000000003
1,caco2_wang:train_val:474,train,-4.5376019000000003
1,caco2_wang:train_val:471,train,-4.6020598000000001
1,caco2_wang:train_val:236,train,-5.6999997999999996
1,caco2_wang:train_val:664,train,-4.9880070999999999
1,caco2_wang:train_val:663,train,-4.9913997999999999
1,caco2_wang:train_val:720,train,-7.0478787000000001
1,caco2_wang:train_val:721,train,-7.0500002000000004
1,caco2_wang:train_val:622,train,-6.4579659000000005
1,caco2_wang:train_val:623,train,-6.8519359
1,caco2_wang:train_val:537,train,-6.3600000999999997
1,caco2_wang:train_val:538,train,-6.6300000999999975
1,caco2_wang:train_val:705,train,-4.7300000000000004
1,caco2_wang:train_val:464,train,-4.7298937000000008
1,caco2_wang:train_val:465,train,-4.8099999000000002
1,caco2_wang:train_val:466,train,-4.8124795000000002
1,caco2_wang:train_val:477,train,-4.4800000000000004
1,caco2_wang:train_val:712,train,-4.3221110999999999
1,caco2_wang:train_val:642,train,-4.2800001999999999
1,caco2_wang:train_val:708,train,-4.6199999000000016
1,caco2_wang:train_val:147,train,-4.6599997999999996
1,caco2_wang:train_val:164,train,-5.2300000000000004
1,caco2_wang:train_val:463,train,-4.3899999000000003
1,caco2_wang:train_val:240,train,-4.9204097000000004
1,caco2_wang:train_val:223,train,-5.6788902000000006
1,caco2_wang:train_val:531,train,-4.7058600999999998
1,caco2_wang:train_val:312,train,-5.1399999000000003
1,caco2_wang:train_val:311,train,-5.0700002
1,caco2_wang:train_val:99,train,-5.9411516000000004
1,caco2_wang:train_val:715,train,-6.2223767999999975
1,caco2_wang:train_val:716,train,-6.2987847000000015
1,caco2_wang:train_val:717,train,-5.4504986000000004
1,caco2_wang:train_val:347,train,-4.2600002000000003
1,caco2_wang:train_val:73,train,-4.8569850999999984
1,caco2_wang:train_val:74,train,-4.5917602000000004
1,caco2_wang:train_val:120,train,-5.8000002000000004
1,caco2_wang:train_val:392,train,-4.1507826000000003
1,caco2_wang:train_val:393,train,-4.1920457000000004
1,caco2_wang:train_val:391,train,-4.5450000999999984
1,caco2_wang:train_val:107,train,-5.3289509000000015
1,caco2_wang:train_val:317,train,-4.5199999999999996
1,caco2_wang:train_val:689,train,-6.2518120000000001
1,caco2_wang:train_val:690,train,-5.5642351999999997
1,caco2_wang:train_val:64,train,-5.1700000999999984
1,caco2_wang:train_val:65,train,-4.8400002000000004
1,caco2_wang:train_val:290,train,-5.6319546999999996
1,caco2_wang:train_val:475,train,-4.6999997999999996
1,caco2_wang:train_val:476,train,-4.8899999000000003
1,caco2_wang:train_val:491,train,-4.3899999000000003
1,caco2_wang:train_val:328,train,-4.9978389999999999
1,caco2_wang:train_val:329,train,-5.1919103
1,caco2_wang:train_val:330,train,-5.9593034000000005
1,caco2_wang:train_val:327,train,-5.2912149000000008
1,caco2_wang:train_val:175,train,-4.9074507000000009
1,caco2_wang:train_val:659,train,-5.5999999000000003
1,caco2_wang:train_val:681,train,-5.3200002
1,caco2_wang:train_val:682,train,-5.5999999000000003
1,caco2_wang:train_val:671,train,-6.0727586999999996
1,caco2_wang:train_val:173,train,-7.0307583999999999
1,caco2_wang:train_val:692,train,-5.7141905
1,caco2_wang:train_val:179,train,-5.4105153000000001
1,caco2_wang:train_val:693,train,-4.1999997999999996
1,caco2_wang:train_val:694,train,-4.3299999000000016
1,caco2_wang:train_val:695,train,-4.1999997999999996
1,caco2_wang:train_val:696,train,-4.54
1,caco2_wang:train_val:697,train,-5.3000002000000004
1,caco2_wang:train_val:698,train,-4.3299999000000016
1,caco2_wang:train_val:673,train,-5.6925039000000002
1,caco2_wang:train_val:676,train,-5.6708102
1,caco2_wang:train_val:587,train,-5.0799999000000016
1,caco2_wang:train_val:651,train,-6.2292060999999999
1,caco2_wang:train_val:586,train,-4.0300001999999999
1,caco2_wang:train_val:228,train,-4.1799998
1,caco2_wang:train_val:229,train,-4.5093192999999996
1,caco2_wang:train_val:724,train,-6.1012278000000002
1,caco2_wang:train_val:725,train,-5.6697760000000015
1,caco2_wang:train_val:456,train,-5.1199999000000016
1,caco2_wang:train_val:193,train,-4.9586072000000003
1,caco2_wang:train_val:194,train,-6.6989698000000004
1,caco2_wang:train_val:510,train,-4.7538647999999997
1,caco2_wang:train_val:511,train,-4.9299998
1,caco2_wang:train_val:645,train,-4.3156309000000004
1,caco2_wang:train_val:646,train,-4.8099999000000002
1,caco2_wang:train_val:318,train,-4.9099997999999996
1,caco2_wang:train_val:435,train,-6.2003297999999996
1,caco2_wang:train_val:436,train,-6.1999997999999996
1,caco2_wang:train_val:202,train,-4.75
1,caco2_wang:train_val:58,train,-6.0555171999999997
1,caco2_wang:train_val:532,train,-6.2199998000000001
1,caco2_wang:train_val:533,train,-6.4311924000000005
1,caco2_wang:train_val:534,train,-6.8284067999999998
1,caco2_wang:train_val:176,train,-6.0999999000000003
1,caco2_wang:train_val:177,train,-5.2300000000000004
1,caco2_wang:train_val:718,train,-5.8998150999999996
1,caco2_wang:train_val:92,train,-4.96
1,caco2_wang:train_val:636,train,-6.3600000999999997
1,caco2_wang:train_val:141,train,-4.3800000999999984
1,caco2_wang:train_val:142,train,-3.7777721999999998
1,caco2_wang:train_val:457,train,-4.5968795
1,caco2_wang:train_val:458,train,-4.4609237000000004
1,caco2_wang:train_val:459,train,-4.1758742
1,caco2_wang:train_val:372,train,-7.5214391000000003
1,caco2_wang:train_val:703,train,-5.6994847999999996
1,caco2_wang:train_val:150,train,-4.0599998999999984
1,caco2_wang:train_val:370,train,-4.9305754000000004
1,caco2_wang:train_val:293,train,-6.0599999000000002
1,caco2_wang:train_val:551,train,-4.9586072000000003
1,caco2_wang:train_val:97,train,-7.4317985000000002
1,caco2_wang:train_val:98,train,-7.7600002000000003
1,caco2_wang:train_val:678,train,-4.8400002000000004
1,caco2_wang:train_val:488,train,-4.8800000999999984
1,caco2_wang:train_val:644,train,-5.1684264999999998
1,caco2_wang:train_val:408,train,-6.4094677000000004
1,caco2_wang:train_val:188,train,-4.5
1,caco2_wang:train_val:152,train,-5
1,caco2_wang:train_val:192,train,-5.6999997999999996
1,caco2_wang:train_val:225,train,-3.8880284000000001
1,caco2_wang:train_val:412,train,-4.0999998999999994
1,caco2_wang:train_val:242,train,-5.8005152000000004
1,caco2_wang:train_val:243,train,-4.8289509000000015
1,caco2_wang:train_val:244,train,-5.8005152000000004
1,caco2_wang:train_val:245,train,-5.1599997999999996
1,caco2_wang:train_val:246,train,-5.2600002000000003
1,caco2_wang:train_val:247,train,-5.1100000999999997
1,caco2_wang:train_val:248,train,-5
1,caco2_wang:train_val:249,train,-5.8005152000000004
1,caco2_wang:train_val:250,train,-4.6493707000000004
1,caco2_wang:train_val:69,train,-5.6900000999999998
1,caco2_wang:train_val:226,train,-6.0500002000000004
1,caco2_wang:train_val:100,train,-4.5
1,caco2_wang:train_val:101,train,-4.4499997999999996
1,caco2_wang:train_val:102,train,-4.46
1,caco2_wang:train_val:326,train,-4.4800000000000004
1,caco2_wang:train_val:608,train,-4.8616409000000003
1,caco2_wang:train_val:206,train,-4.6391362999999997
1,caco2_wang:train_val:482,train,-6.2600002000000003
1,caco2_wang:train_val:483,train,-6.2800001999999999
1,caco2_wang:train_val:484,train,-5.8616972000000001
1,caco2_wang:train_val:342,train,-6.5214390999999994
1,caco2_wang:train_val:343,train,-6.3989700999999997
1,caco2_wang:train_val:271,train,-6.1300907000000002
1,caco2_wang:train_val:589,train,-5.1599997999999996
1,caco2_wang:train_val:590,train,-5.3200002
1,caco2_wang:train_val:632,train,-4.3499999000000003
1,caco2_wang:train_val:633,train,-4.1799998
1,caco2_wang:train_val:634,train,-4.3400002000000004
1,caco2_wang:train_val:541,train,-5.9593034000000005
1,caco2_wang:train_val:185,train,-4.6500000999999997
1,caco2_wang:train_val:186,train,-6.4699998000000001
1,caco2_wang:train_val:187,train,-6.4579659000000005
1,caco2_wang:train_val:76,train,-4.9099997999999996
1,caco2_wang:train_val:230,train,-4.4308991000000004
1,caco2_wang:train_val:231,train,-4.8219547
1,caco2_wang:train_val:232,train,-4.7697759000000008
1,caco2_wang:train_val:233,train,-5.6198940000000004
1,caco2_wang:train_val:234,train,-5.2509059999999996
1,caco2_wang:train_val:119,train,-6.4699998000000001
1,caco2_wang:train_val:360,train,-3.9546771000000001
1,caco2_wang:train_val:359,train,-4.9499997999999996
1,caco2_wang:train_val:688,train,-4.9198675000000005
1,caco2_wang:train_val:75,train,-4.3099999000000002
1,caco2_wang:train_val:550,train,-4.8205117999999993
1,caco2_wang:train_val:647,train,-5.0300001999999999
1,caco2_wang:train_val:181,train,-4.1877431999999999
1,caco2_wang:train_val:259,train,-5.3899999000000003
1,caco2_wang:train_val:260,train,-5.5908804000000005
1,caco2_wang:train_val:261,train,-5.1687455
1,caco2_wang:train_val:262,train,-5.4206805000000005
1,caco2_wang:train_val:263,train,-5.29
1,caco2_wang:train_val:264,train,-6.0100002000000003
1,caco2_wang:train_val:265,train,-5.2006744999999999
1,caco2_wang:train_val:266,train,-5.0599999000000002
1,caco2_wang:train_val:267,train,-5.3989700999999997
1,caco2_wang:train_val:268,train,-6.4899997999999997
1,caco2_wang:train_val:269,train,-5.1850867000000003
1,caco2_wang:train_val:270,train,-5.5599999000000002
1,caco2_wang:train_val:363,train,-5.1474957000000003
1,caco2_wang:train_val:610,train,-5.8969544999999997
1,caco2_wang:train_val:637,train,-4.5693182999999999
1,caco2_wang:train_val:592,train,-4.6900000999999998
1,caco2_wang:train_val:593,train,-4.6799998
1,caco2_wang:train_val:594,train,-4.5008955000000004
1,caco2_wang:train_val:344,train,-5.8313413000000001
1,caco2_wang:train_val:520,train,-4.2600002000000003
1,caco2_wang:train_val:521,train,-6.1199999000000025
1,caco2_wang:train_val:522,train,-5.79
1,caco2_wang:train_val:523,train,-5.29
1,caco2_wang:train_val:524,train,-4.7399997999999997
1,caco2_wang:train_val:525,train,-4.2800001999999999
1,caco2_wang:train_val:526,train,-4.1500001000000015
1,caco2_wang:train_val:527,train,-4.0199999999999996
1,caco2_wang:train_val:528,train,-4
1,caco2_wang:train_val:529,train,-4.1399998999999994
1,caco2_wang:train_val:96,train,-4.5799999000000016
1,caco2_wang:train_val:364,train,-5.0814137000000015
1,caco2_wang:train_val:272,train,-5.3049202000000015
1,caco2_wang:train_val:273,train,-5.21
1,caco2_wang:train_val:196,train,-6.2209244000000004
1,caco2_wang:train_val:197,train,-6.3005152000000004
1,caco2_wang:train_val:198,train,-6.3989700999999997
1,caco2_wang:train_val:199,train,-6.7423639000000009
1,caco2_wang:train_val:200,train,-6.5700002000000008
1,caco2_wang:train_val:406,train,-5.4224062000000002
1,caco2_wang:train_val:554,train,-5.4201082999999999
1,caco2_wang:train_val:555,train,-3.8599999
1,caco2_wang:train_val:556,train,-4.9000000999999997
1,caco2_wang:train_val:557,train,-4.9521427000000005
1,caco2_wang:train_val:558,train,-4.6799998
1,caco2_wang:train_val:559,train,-6.5900002000000004
1,caco2_wang:train_val:560,train,-7.0100002000000003
1,caco2_wang:train_val:561,train,-6.0700002
1,caco2_wang:train_val:562,train,-4.8299999000000016
1,caco2_wang:train_val:563,train,-4.3099017000000002
1,caco2_wang:train_val:564,train,-3.5099999999999998
1,caco2_wang:train_val:565,train,-5
1,caco2_wang:train_val:566,train,-4.4924249999999999
1,caco2_wang:train_val:567,train,-4.1199998999999998
1,caco2_wang:train_val:568,train,-4
1,caco2_wang:train_val:569,train,-4.3200002
1,caco2_wang:train_val:570,train,-6.5885487000000005
1,caco2_wang:train_val:571,train,-4.4299998
1,caco2_wang:train_val:572,train,-5.3400002000000004
1,caco2_wang:train_val:573,train,-4.5179657999999998
1,caco2_wang:train_val:574,train,-4.2441253999999997
1,caco2_wang:train_val:575,train,-4.6989698000000004
1,caco2_wang:train_val:576,train,-4.5693182999999999
1,caco2_wang:train_val:577,train,-4.4899997999999997
1,caco2_wang:train_val:578,train,-6.0702905999999999
1,caco2_wang:train_val:374,train,-5.8899999000000003
1,caco2_wang:train_val:68,train,-4.7399997999999997
1,caco2_wang:train_val:437,train,-7.0478787000000001
1,caco2_wang:train_val:158,train,-4.5999999000000003
1,caco2_wang:train_val:60,train,-5.5514212000000001
1,caco2_wang:train_val:124,train,-4.71
1,caco2_wang:train_val:723,train,-5.79
1,caco2_wang:train_val:156,train,-5.1382737000000001
1,caco2_wang:train_val:581,train,-5
1,caco2_wang:train_val:582,train,-4.1700001000000002
1,caco2_wang:train_val:583,train,-4.5388007000000004
1,caco2_wang:train_val:584,train,-5.1874509000000009
1,caco2_wang:train_val:585,train,-4.3312735999999994
1,caco2_wang:train_val:339,train,-5.3997859999999998
1,caco2_wang:train_val:384,train,-4.6700000999999984
1,caco2_wang:train_val:385,train,-4.8499999000000003
1,caco2_wang:train_val:381,train,-4.3319983000000004
1,caco2_wang:train_val:382,train,-4.6999997999999996
1,caco2_wang:train_val:383,train,-4.6200308999999997
1,caco2_wang:train_val:277,train,-5.3400002000000004
1,caco2_wang:train_val:278,train,-5.1590075000000004
1,caco2_wang:train_val:279,train,-5.0116142999999997
1,caco2_wang:train_val:280,train,-5.1515225999999998
1,caco2_wang:train_val:281,train,-5.3275695000000001
1,caco2_wang:train_val:282,train,-5.1295055999999999
1,caco2_wang:train_val:283,train,-5.0886234999999997
1,caco2_wang:train_val:639,train,-5.8880280999999997
1,caco2_wang:train_val:507,train,-5.8000002000000004
1,caco2_wang:train_val:251,train,-4.6322559999999999
1,caco2_wang:train_val:386,train,-4.3517655999999993
1,caco2_wang:train_val:387,train,-5.1413335999999994
1,caco2_wang:train_val:429,train,-5.1500000999999997
1,caco2_wang:train_val:241,train,-5.8880280999999997
1,caco2_wang:train_val:313,train,-4.4899997999999997
1,caco2_wang:train_val:314,train,-4.6599997999999996
1,caco2_wang:train_val:315,train,-4.3299999000000016
1,caco2_wang:train_val:130,train,-5.3400002000000004
1,caco2_wang:train_val:256,train,-4.5100002000000003
1,caco2_wang:train_val:203,train,-4.6788902000000006
1,caco2_wang:train_val:237,train,-6
1,caco2_wang:train_val:210,train,-5.4094677000000004
1,caco2_wang:train_val:109,train,-4.71
1,caco2_wang:train_val:56,train,-4.9846401
1,caco2_wang:train_val:57,train,-4.9920391999999998
1,caco2_wang:train_val:104,train,-5.5875134000000015
1,caco2_wang:train_val:103,train,-5.1224694
1,caco2_wang:train_val:189,train,-4.5500002000000004
1,caco2_wang:train_val:190,train,-4.8496218000000004
1,caco2_wang:train_val:624,train,-5.1011863000000002
1,caco2_wang:train_val:625,train,-4.6994847999999996
1,caco2_wang:train_val:626,train,-5.8519359
1,caco2_wang:train_val:627,train,-5.3005152000000004
1,caco2_wang:train_val:628,train,-5.7697759000000008
1,caco2_wang:train_val:629,train,-5.7979398
1,caco2_wang:train_val:630,train,-5.7206230000000025
1,caco2_wang:train_val:631,train,-4.6994847999999996
1,caco2_wang:train_val:131,train,-6.9593033999999996
1,caco2_wang:train_val:132,train,-5.6999997999999996
1,caco2_wang:train_val:133,train,-7.2300000000000004
1,caco2_wang:train_val:134,train,-5.5799999000000025
1,caco2_wang:train_val:52,train,-5.0582528
1,caco2_wang:train_val:675,train,-6.1500000999999997
1,caco2_wang:train_val:635,train,-4.7399997999999997
1,caco2_wang:train_val:123,train,-5.7697759000000008
1,caco2_wang:train_val:722,train,-4.8187927999999998
1,caco2_wang:train_val:144,train,-4.9593034000000005
1,caco2_wang:train_val:77,train,-5.6900000999999998
1,caco2_wang:train_val:514,train,-5.4200000999999975
1,caco2_wang:train_val:709,train,-4.6199999000000016
1,caco2_wang:train_val:710,train,-5.1100000999999997
1,caco2_wang:train_val:711,train,-6.0604806
1,caco2_wang:train_val:552,train,-6.2314224000000005
1,caco2_wang:train_val:184,train,-6.5595455000000005
1,caco2_wang:train_val:183,train,-6.4910722000000005
1,caco2_wang:train_val:160,train,-5.3800000999999975
1,caco2_wang:train_val:159,train,-5.6999997999999996
1,caco2_wang:train_val:665,train,-7.3899999000000012
1,caco2_wang:train_val:666,train,-5.8800000999999975
1,caco2_wang:train_val:667,train,-5.6719999000000003
1,caco2_wang:train_val:668,train,-6.6599997999999996
1,caco2_wang:train_val:91,train,-4.5199999999999996
1,caco2_wang:train_val:224,train,-5.7227535000000005
1,caco2_wang:train_val:235,train,-5.8800000999999975
1,caco2_wang:train_val:165,train,-4.1687455
1,caco2_wang:train_val:166,train,-4.7979398
1,caco2_wang:train_val:352,train,-7.3390937000000003
1,caco2_wang:train_val:353,train,-7.0912943000000004
1,caco2_wang:train_val:354,train,-7.3677615999999997
1,caco2_wang:train_val:355,train,-7.1487603000000002
1,caco2_wang:train_val:356,train,-4.9978389999999999
1,caco2_wang:train_val:357,train,-6.8503904000000011
1,caco2_wang:train_val:348,train,-6.8762316999999999
1,caco2_wang:train_val:349,train,-7.3814997999999985
1,caco2_wang:train_val:350,train,-7.1178856000000001
1,caco2_wang:train_val:351,train,-7.3820247999999991
1,caco2_wang:train_val:650,train,-5.4800000000000004
1,caco2_wang:train_val:155,train,-4.46
1,caco2_wang:train_val:502,train,-4.5100002000000003
1,caco2_wang:train_val:320,train,-5.3484768999999996
1,caco2_wang:train_val:321,train,-4.9229274000000016
1,caco2_wang:train_val:322,train,-4.6937804000000005
1,caco2_wang:train_val:323,train,-4.4948897000000008
1,caco2_wang:train_val:324,train,-5.0900002000000004
1,caco2_wang:train_val:325,train,-5.3800000999999975
1,caco2_wang:train_val:319,train,-5.764868700000001
1,caco2_wang:train_val:149,train,-4.6999997999999996
1,caco2_wang:train_val:331,train,-5.4699998000000001
1,caco2_wang:train_val:112,train,-7.3098039999999997
1,caco2_wang:train_val:113,train,-7.6199999000000016
1,caco2_wang:train_val:252,train,-4.5500002000000004
1,caco2_wang:train_val:448,train,-5.5199999999999996
1,caco2_wang:train_val:449,train,-5.6999997999999996
1,caco2_wang:train_val:450,train,-5
1,caco2_wang:train_val:451,train,-5.5214390999999994
1,caco2_wang:train_val:452,train,-4.9204097000000004
1,caco2_wang:train_val:453,train,-4.4308991000000004
1,caco2_wang:train_val:454,train,-5.5214390999999994
1,caco2_wang:train_val:455,train,-5.0478787000000001
1,caco2_wang:train_val:445,train,-4.3886080000000005
1,caco2_wang:train_val:446,train,-4.7979398
1,caco2_wang:train_val:447,train,-5.3000002000000004
1,caco2_wang:train_val:108,train,-4.8950620000000002
1,caco2_wang:train_val:110,train,-4.0900002000000004
1,caco2_wang:train_val:111,train,-4.2800001999999999
1,caco2_wang:train_val:611,train,-4.1100001000000015
1,caco2_wang:train_val:612,train,-5.1985430999999984
1,caco2_wang:train_val:154,train,-5.2685814000000004
1,caco2_wang:train_val:604,train,-4.4210457999999999
1,caco2_wang:train_val:605,train,-5.0499267999999997
1,caco2_wang:train_val:606,train,-5.6994847999999996
1,caco2_wang:train_val:117,train,-4.3499999000000003
1,caco2_wang:train_val:489,train,-4.8699999000000016
1,caco2_wang:train_val:460,train,-4.6599997999999996
1,caco2_wang:train_val:512,train,-5.3099999000000002
1,caco2_wang:train_val:513,train,-5.3098039999999997
1,caco2_wang:train_val:726,train,-4.6289319999999998
1,caco2_wang:train_val:727,train,-4.7399997999999997
1,caco2_wang:train_val:143,train,-4.7799462999999998
1,caco2_wang:train_val:151,train,-4.7199998000000001
1,caco2_wang:train_val:704,train,-6.3200002
1,caco2_wang:train_val:376,train,-5.3022589999999994
1,caco2_wang:train_val:375,train,-5.2232989999999999
1,caco2_wang:train_val:49,train,-6.1314830999999996
1,caco2_wang:train_val:50,train,-6.0594678000000002
1,caco2_wang:train_val:211,train,-7.0891552000000004
1,caco2_wang:train_val:677,train,-4.8219547
1,caco2_wang:train_val:428,train,-6.8313413000000001
1,caco2_wang:train_val:70,train,-4.9387093000000002
1,caco2_wang:train_val:67,train,-4.8378239000000001
1,caco2_wang:train_val:340,train,-4.9825492000000002
1,caco2_wang:train_val:413,train,-5.4001169000000004
1,caco2_wang:train_val:414,train,-5.4000000999999997
1,caco2_wang:train_val:415,train,-5.4000000999999997
1,caco2_wang:train_val:55,train,-6.5199999999999996
1,caco2_wang:train_val:145,train,-6.29
1,caco2_wang:train_val:407,train,-5.2199998000000001
1,caco2_wang:train_val:417,train,-4.5178499000000008
1,caco2_wang:train_val:462,train,-5.9186072000000003
1,caco2_wang:train_val:258,train,-5.3499999000000003
1,caco2_wang:train_val:401,train,-4.9279999999999999
1,caco2_wang:train_val:402,train,-4.724059099999999
1,caco2_wang:train_val:72,train,-4.9699998000000001
1,caco2_wang:train_val:424,train,-5.4699998000000001
1,caco2_wang:train_val:425,train,-5.7800001999999999
1,caco2_wang:train_val:116,train,-5.8519359
1,caco2_wang:train_val:285,train,-4.5500002000000004
1,caco2_wang:train_val:257,train,-4.4400000999999998
1,caco2_wang:train_val:115,train,-6.5171175000000003
1,caco2_wang:train_val:687,train,-4.71
1,caco2_wang:train_val:135,train,-4.5100002000000003
1,caco2_wang:train_val:403,train,-4.7544874999999998
1,caco2_wang:train_val:54,train,-5.0100002000000003
1,caco2_wang:train_val:291,train,-4.5086384000000015
1,caco2_wang:train_val:292,train,-4.6382722999999997
1,caco2_wang:train_val:699,train,-7
1,caco2_wang:train_val:168,train,-5.0984550000000004
1,caco2_wang:train_val:298,train,-5.0700002
1,caco2_wang:train_val:553,train,-4.0100002000000003
1,caco2_wang:train_val:310,train,-4.29
1,caco2_wang:train_val:255,train,-4.6100000999999997
1,caco2_wang:train_val:530,train,-5.8219547
1,caco2_wang:train_val:0,train,-5.4279842
1,caco2_wang:train_val:1,train,-5.2198415000000002
1,caco2_wang:train_val:2,train,-6.2819985999999997
1,caco2_wang:train_val:3,train,-5.1401309999999993
1,caco2_wang:train_val:4,train,-5.1000899999999998
1,caco2_wang:train_val:5,train,-4.0050001000000002
1,caco2_wang:train_val:6,train,-4.46
1,caco2_wang:train_val:7,train,-4.3899999000000003
1,caco2_wang:train_val:8,train,-4.4899997999999997
1,caco2_wang:train_val:9,train,-4.8800000999999984
1,caco2_wang:train_val:10,train,-4.3299999000000016
1,caco2_wang:train_val:11,train,-6.6198940000000004
1,caco2_wang:train_val:12,train,-4.9800000000000004
1,caco2_wang:train_val:13,train,-6.125
1,caco2_wang:train_val:14,train,-5.2142239000000004
1,caco2_wang:train_val:15,train,-4.6597776
1,caco2_wang:train_val:16,train,-4.4610906000000004
1,caco2_wang:train_val:17,train,-5.2800001999999999
1,caco2_wang:train_val:18,train,-4.6799998
1,caco2_wang:train_val:19,train,-4.1864189999999999
1,caco2_wang:train_val:20,train,-4.2620125
1,caco2_wang:train_val:21,train,-5.9118199000000002
1,caco2_wang:train_val:22,train,-4.3493012999999996
1,caco2_wang:train_val:23,train,-4.4400000999999998
1,caco2_wang:train_val:24,train,-5.1324477000000002
1,caco2_wang:train_val:25,train,-5.6294660999999993
1,caco2_wang:train_val:26,train,-5.4299998
1,caco2_wang:train_val:27,train,-4.6900000999999998
1,caco2_wang:train_val:28,train,-4.3400002000000004
1,caco2_wang:train_val:29,train,-5.6912522000000001
1,caco2_wang:train_val:30,train,-5.7484403000000004
1,caco2_wang:train_val:31,train,-5.3900242
1,caco2_wang:train_val:32,train,-5.9906997999999998
1,caco2_wang:train_val:33,train,-4.6095328000000002
1,caco2_wang:train_val:34,train,-4.5132464999999984
1,caco2_wang:train_val:35,train,-4.3634119000000009
1,caco2_wang:train_val:36,train,-4.9913997999999999
1,caco2_wang:train_val:37,train,-4.3899999000000003
1,caco2_wang:train_val:38,train,-5.2199998000000001
1,caco2_wang:train_val:39,train,-4.8102907999999998
1,caco2_wang:train_val:40,train,-4.7600002000000003
1,caco2_wang:train_val:41,train,-5.3899999000000003
1,caco2_wang:train_val:42,train,-3.9519544
1,caco2_wang:train_val:43,train,-6.0188645999999997
1,caco2_wang:train_val:44,train,-4.8498520999999997
1,caco2_wang:train_val:45,train,-5.0101637999999999
1,caco2_wang:train_val:46,train,-4.8428430999999996
1,caco2_wang:train_val:346,train,-5.29
1,caco2_wang:train_val:607,train,-7.1199999000000025
1,caco2_wang:train_val:361,train,-4.6900000999999998
1,caco2_wang:train_val:485,train,-5.4699998000000001
