row_id,Drug_ID,Y_true,Y_pred_mean,Y_pred_sd,residual_mean,abs_residual_mean
caco2_wang:test:115,Pranoprofen; pyranoprofen,-4.3899999000000003,-4.4342609405517575,0.079105481175067147,-0.044261040551757516,0.068002789470214722
caco2_wang:test:116,D,-5.489058,-5.3141388893127441,0.072206238921658714,0.17491911068725563,0.17491911068725563
caco2_wang:test:117,13h,-5.3600000999999997,-5.2434327125549318,0.06593858241184411,0.11656738744506803,0.11656738744506803
caco2_wang:test:118,13i,-5.5900002000000004,-5.3306938171386715,0.065366882896824796,0.25930638286132851,0.25930638286132857
caco2_wang:test:119,13j,-5.2450004000000003,-5.2337569236755375,0.085110502200677673,0.011243476324463242,0.07040690623657217
caco2_wang:test:120,Ceftriaxone,-6.6047130000000003,-6.4128769874572757,0.15745704928975032,0.19183601254272487,0.19183601254272489
caco2_wang:test:121,ceftriaxone,-6.7649999000000012,-6.4128769874572757,0.15745704928975032,0.35212291254272576,0.35212291254272576
caco2_wang:test:122,SDZ-RAD,-4.6300000999999984,-5.1101198196411133,0.12076560342918681,-0.48011971964111488,0.48011971964111488
caco2_wang:test:123,creatinine,-5.9354090999999976,-5.0961005210876467,0.11552327799461867,0.83930857891235111,0.83930857891235111
caco2_wang:test:124,Efavirenz,-4.0500002000000004,-4.5120773315429688,0.069244956954880268,-0.46207713154296837,0.46207713154296837
caco2_wang:test:125,25,-5.3099999000000002,-5.0576407432556154,0.089774639262742872,0.25235915674438492,0.25235915674438497
caco2_wang:test:126,Salvianolic acid A (SAA),-7.2277411999999996,-6.5741592407226559,0.27876082824471576,0.65358195927734319,0.65358195927734319
caco2_wang:test:127,234-Cortisone,-4.5086384000000015,-4.8151172637939457,0.1021143754963104,-0.30647886379394385,0.30647886379394385
caco2_wang:test:128,PNU-184147,-4.7423639,-4.9003175735473636,0.23675412880591107,-0.15795367354736331,0.17919197677490234
caco2_wang:test:129,PNU-184249,-4.4579659000000005,-4.8398378372192381,0.090468707846989321,-0.38187193721923779,0.38187193721923779
caco2_wang:test:130,3,-4.5418171999999997,-4.300371074676514,0.10143708962027594,0.24144612532348578,0.24144612532348578
caco2_wang:test:131,(Z)-19b,-5.4000000999999997,-5.3360832214355467,0.12455595482384536,0.063916878564452884,0.11508073899414051
caco2_wang:test:132,(Z)-19d,-5.4200000999999975,-5.1854602813720705,0.077339942354645988,0.23453981862792722,0.23453981862792722
caco2_wang:test:133,4b,-6,-5.5262555122375492,0.13540018896619085,0.47374448776245098,0.47374448776245098
caco2_wang:test:134,4c,-5.9000000999999997,-5.2889591217041012,0.081088188191697039,0.61104097829589821,0.61104097829589821
caco2_wang:test:135,4f,-6,-6.0007954597473141,0.13364351986315995,-0.00079545974731444198,0.11556043624877925
caco2_wang:test:136,4g,-5.5,-5.2575728416442873,0.048362117033585478,0.24242715835571285,0.24242715835571288
caco2_wang:test:137,4h,-5.3000002000000004,-5.2301908493041989,0.13115597030172668,0.069809350695800937,0.09849186128906269
caco2_wang:test:138,4d,-5.5,-5.3214103698730471,0.067306473812002013,0.17858963012695311,0.17858963012695311
caco2_wang:test:139,Zearalenone (ZEN),-4.9800000000000004,-4.8691981315612791,0.078359540199304023,0.11080186843872093,0.1108018684387209
caco2_wang:test:140,17,-6.1883749999999997,-5.786061477661133,0.1215293966626016,0.40231352233886691,0.40231352233886691
caco2_wang:test:141,34,-6.3723635999999999,-5.86400260925293,0.079318200352683027,0.5083609907470702,0.5083609907470702
caco2_wang:test:142,DXG (9),-6.1599997999999996,-6.9681205749511719,0.047020429043299214,-0.80812077495117252,0.80812077495117252
caco2_wang:test:143,EF5264,-4.5100002000000003,-4.2926529884338382,0.019259153352190944,0.21734721156616241,0.21734721156616241
caco2_wang:test:144,1,-4.7597256000000003,-4.7997950553894047,0.067161732864275389,-0.040069455389403964,0.059798711634521363
caco2_wang:test:145,Roxithromycin,-5.7397189000000015,-5.7573089599609375,0.1211977528114849,-0.017590059960935978,0.079200270598144176
caco2_wang:test:146,205-Fluoxetine,-4.9299622000000003,-4.498278331756592,0.071049038304417958,0.43168386824340832,0.43168386824340832
caco2_wang:test:147,Fluoxetine,-4.5500002000000004,-4.4386205673217773,0.059842484850386096,0.11137963267822279,0.11137963267822279
caco2_wang:test:148,1029-Dihydrotetrabenazine isomer,-4.5986857000000008,-4.5663441658020023,0.080943111547068347,0.032341534197998824,0.072613135635986412
caco2_wang:test:149,Dihydrotetrabenazine isomer A,-4.6799998,-4.5663441658020023,0.080943111547068347,0.11365563419799807,0.11595037667358396
caco2_wang:test:150,Oxacillin,-4.8797115999999994,-5.5470539093017575,0.05062509420352674,-0.66734230930175842,0.66734230930175842
caco2_wang:test:151,oxacillin,-5.5799999000000025,-5.5269162178039553,0.088836156414909787,0.053083682196047366,0.05728329189819481
caco2_wang:test:152,elarofiban,-6.21,-5.6796475410461422,0.088180523187430568,0.53035245895385741,0.53035245895385741
caco2_wang:test:153,hesperetin ,-4.7399997999999997,-5.1562926292419435,0.1483996343536613,-0.41629282924194372,0.41629282924194372
caco2_wang:test:154,naringenin,-4.6550001999999999,-5.0613430023193358,0.10783287676907406,-0.40634280231933601,0.40634280231933601
caco2_wang:test:155,Eriodictyol (28),-5.2800001999999999,-5.6373653411865234,0.17175807293274034,-0.35736514118652346,0.35736514118652352
caco2_wang:test:156,Liquiritigenin (LG),-4.8000002000000004,-4.6968426704406738,0.076799050068573557,0.10315752955932651,0.10315752955932651
caco2_wang:test:157,eriodictyol ,-5.2800001999999999,-5.6373653411865234,0.17175807293274034,-0.35736514118652346,0.35736514118652352
caco2_wang:test:158,Taxifolin (29),-6.5093192999999996,-6.3964653015136719,0.060464081607001535,0.11285399848632764,0.11285399848632763
caco2_wang:test:159,PNU-184421,-4.3783754999999998,-4.5547916412353517,0.053899763608426875,-0.17641614123535176,0.17641614123535176
caco2_wang:test:160,26,-4.6900000999999998,-5.1047985076904299,0.074693972370072886,-0.41479840769042992,0.41479840769042992
caco2_wang:test:161,N-desmethylclozapine,-4.6799998,-4.7313491821289064,0.042529537660606062,-0.051349382128906343,0.051349382128906343
caco2_wang:test:162,clozapine,-4.5100002000000003,-4.5542151451110842,0.051815101447014955,-0.044214945111083599,0.044214945111083599
caco2_wang:test:163,Pseudostrychnine (Psd),-4.6001629999999984,-4.9557633399963379,0.083466190592570946,-0.35560033999633944,0.35560033999633944
caco2_wang:test:164,Beta-colubrine (Col),-4.5717444,-4.9367660522460941,0.039139450391728593,-0.36502165224609368,0.36502165224609373
caco2_wang:test:165,Strychnine (Str),-4.5086198,-4.9664242744445799,0.11764598441506177,-0.45780447444458011,0.45780447444458011
caco2_wang:test:166,Brucine (Bru),-4.7786422000000002,-5.1136701583862303,0.11853775318090901,-0.33502795838623023,0.33502795838623028
caco2_wang:test:167,5d,-6.0999999000000003,-5.5294777870178224,0.17275877517776617,0.57052211298217803,0.57052211298217803
caco2_wang:test:168,Org 34037,-4.7199998000000001,-4.5835758209228512,0.05157200312637681,0.13642397907714848,0.13642397907714848
caco2_wang:test:169,Pravastatin,-5.8699999000000025,-5.650876522064209,0.12857697521262673,0.21912337793579345,0.21912337793579345
caco2_wang:test:170,pravastatin,-5.8400002000000004,-5.650876522064209,0.12857697521262673,0.18912367793579138,0.18912367793579141
caco2_wang:test:171,Alfuzosin,-5.6399999000000003,-5.2120223045349121,0.070979075166281783,0.42797759546508818,0.42797759546508818
caco2_wang:test:172,ursolic acid,-5.5500002000000004,-5.6157339096069334,0.060100979482111946,-0.065733709606933172,0.065733709606933172
caco2_wang:test:173,Amitriptyline,-4.2600002000000003,-4.6878252029418945,0.052788609956692392,-0.42782500294189418,0.42782500294189418
caco2_wang:test:174,732-Amitriptyline,-3.9006647999999999,-4.6878252029418945,0.052788609956692392,-0.7871604029418946,0.7871604029418946
caco2_wang:test:175,Astemizole,-5.1500000999999997,-5.1655782699584964,0.18862448449674185,-0.015578169958496341,0.13090219590332025
caco2_wang:test:176,Digoxin,-5.6316041999999999,-6.2502070426940914,0.20314586547853186,-0.61860284269409183,0.61860284269409183
caco2_wang:test:177,Trimethobenzamide,-4.96,-4.5994534492492676,0.051320490375227984,0.36054655075073239,0.36054655075073239
caco2_wang:test:178,EF5261,-4.4000000999999997,-4.6197229385375973,0.13152669260738928,-0.21972283853759805,0.21972283853759805
caco2_wang:test:179,puerarin ,-6.4000000999999997,-6.3367280006408695,0.065573252543625407,0.063272099359130585,0.081029704012450979
caco2_wang:test:180,Puerarin (34),-6.3989700999999997,-6.3367280006408695,0.065573252543625407,0.062242099359130484,0.08041170401245093
caco2_wang:test:181,E28,-5.1500000999999997,-4.9902308464050291,0.10873224338519394,0.15976925359497046,0.16378307620483384
